State,Museum or Federal Agency,MNI,AFO,Geo Origin,County
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,2,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,12,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,6,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,5,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,2,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,4,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,2,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,2,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,4,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,2,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,6,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,4,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,3,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,4,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,2,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,7,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,6,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,2,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,7,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,2,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,6,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,16,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,12,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,4,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,2,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,3,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,2,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,4,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,4,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,6,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,10,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,3,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,3,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,6,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,2,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,5,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,2,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,8,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,2,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,2,0,ZUnknown,ZUnknown
New York,Nassau County Dept. of Parks and Recreation,1,0,ZUnknown,ZUnknown
New York,Roberson Museum and Science Center,1,0,ZUnknown,ZUnknown
New York,SUNY University at Buffalo,1,0,ZUnknown,ZUnknown
New York,SUNY University at Buffalo,2,0,ZUnknown,ZUnknown
New York,SUNY University at Buffalo,1,0,ZUnknown,ZUnknown
New York,SUNY University at Buffalo,5,0,ZUnknown,ZUnknown
New York,SUNY University at Buffalo,1,0,ZUnknown,ZUnknown
New York,SUNY University at Buffalo,1,0,ZUnknown,ZUnknown
New York,SUNY University at Buffalo,1,0,ZUnknown,ZUnknown
New York,"Colgate University, Longyear Museum of Anthropology",1,0,ZUnknown,ZUnknown
North Carolina,Charlotte Museum of History,2,0,ZUnknown,ZUnknown
North Carolina,Discovery Place,1,0,ZUnknown,ZUnknown
North Carolina,Discovery Place,1,0,ZUnknown,ZUnknown
North Carolina,Discovery Place,1,0,ZUnknown,ZUnknown
North Carolina,Discovery Place,1,0,ZUnknown,ZUnknown
Ohio,"U.S. Dept. of Interior, NPS, Cuyahoga Valley NP",1,0,ZUnknown,ZUnknown
Ohio,"U.S. Dept. of Interior, NPS, Cuyahoga Valley NP",1,0,ZUnknown,ZUnknown
Ohio,"Cincinnati Museum Center, Museum of Natural History and Science",1,0,ZUnknown,ZUnknown
Ohio,Cleveland Museum of Natural History,1,0,ZUnknown,ZUnknown
Ohio,Cleveland Museum of Natural History,30,0,ZUnknown,ZUnknown
Ohio,Cleveland Museum of Natural History,14,0,ZUnknown,ZUnknown
Ohio,Cleveland Museum of Natural History,4,0,ZUnknown,ZUnknown
Ohio,Cleveland Museum of Natural History,2,0,ZUnknown,ZUnknown
Ohio,Cleveland Museum of Natural History,1,0,ZUnknown,ZUnknown
Ohio,Cleveland Museum of Natural History,1,0,ZUnknown,ZUnknown
Ohio,"Cleveland State Univ., Dept. of Anthropology",16,0,ZUnknown,ZUnknown
Ohio,"Heidelberg College, Archaeological Lab",1,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),1,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),4,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),5,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),6,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),4,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),6,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),16,29,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),206,74,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),83,249,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),23,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),5,2,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),3,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),1,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),1,8,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),6,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),4,6,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),3,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),15,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),10,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),2,4,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),12,1,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),21,17,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),10,85,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),4,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),36,34,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),4,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),1,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),5,32,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),1,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),23,6,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),2,0,ZUnknown,ZUnknown
Ohio,Ohio History Connection (formerly the Ohio Historical Society),4,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,1,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,1,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
